post_id	post_text
129011692114_10153617631857115	SINGAPORE MICHELIN GUIDE: Song Fa Bak Kut Teh in New Bridge Road, Tian Tian Chicken Rice at Maxwell Road Food Centre and Balestier Road Hoover Rojak at Whampoa Market Place, just some of the stalls that were given the Bib Gourmand award.
129011692114_10153617653897115	Trump\'s potential running mates are Indiana Governor Mike Pence, New Jersey Governor Chris Christie and former speaker of the House Newt Gingrich.
129011692114_10153617665487115	SINGAPORE MICHELIN GUIDE: "Very happy and surprised that a small little hawker stall like us can make the list", says Ms Grace Tay from Chey Sua Carrot Cake. Her stall is located at Block 127 Toa Payoh Lor 1 #02-30. http://str.sg/45iH
129011692114_10153617725107115	PM Lee Hsien Loong inspects the honour guards during his visit to Mongolia. Mr Lee is on a four-day visit and will be attending the Asia-Europe Meeting Summit on Friday and Saturday. http://str.sg/45iv
129011692114_10153617743522115	Vice-Foreign Minister Liu Zhenmin said China had "the right" to establish an ADIZ over the sea. However, the nation will not turn the South China Sea into a source of war.
129011692114_10153617816367115	A look back on past cases of accidents involving pedestrians and tips on how to ensure their safety on the road.
129011692114_10153617825827115	Heading out for lunch? How about checking out the Bib Gourmand list. We have the details.
129011692114_10153617833877115	BrandInsider sponsored series: The 21.5km North-South Corridor, due to be completed in 2020, will have dedicated cycling and pedestrian pathways linking Woodlands directly to the city centre. http://str.sg/455G
129011692114_10153617840472115	JUST IN: The Singapore Exchange\'s securities market has temporarily ceased trading as at 11.38AM. "Further details will be provided in the next update. We apologise for any inconvenience caused", says SGX.
129011692114_10153617876147115	The Competition Commission of Singapore is investigating a complaint alleging that several companies were refusing to supply lift spare parts for the maintenance and servicing of lifts in HDB estates.
129011692114_10153617898232115	"If you\'re so fed up with having your body judged, stop trying to make it look so Photoshop-perfect on magazine covers", wrote Piers Morgan after Aniston slammed the media for body shaming her.
129011692114_10153617969887115	UPDATE: SGX says securities trading expected to resume at 2pm, technical issues the cause for the halt in trading. LATEST UPDATE: SGX will not resume trading at 2pm as earlier announced. Resumption will only begin "once member reconciliation is completed", they said in a tweet.
129011692114_10153618027612115	OPINION: The Hague ruling is likely to have an impact on the development of a rules-based order for the oceans whether or not it is strictly complied with by the parties in the case, writes Robert Beckman For The Straits Times.
129011692114_10153618123122115	Sponsored content: After establishing itself as a manufacturer of memory modules, local firm Strontium realised growth was stagnating and it was time to venture into new markets. #SgGoesGlobal
129011692114_10153618151252115	Seventeen hawker stalls, 14 restaurants and three street food establishments have been given the Bib Gourmand award in the inaugural Michelin Guide Singapore. Here\'s the full list of the 34 eateries that have been singled out for providing quality food at affordable prices. str.sg/455T
129011692114_10153618160587115	The 10-year-old girl did not sense anything amiss when her uncle started cuddling her. He then sexually assaulted her and stopped only after the girl cried out in pain.
129011692114_10153618243997115	In My Paper ??: Liam Neeson, who takes on the role of US General Douglas MacArthur in Korean war flick Operation Chromite, describes his first experience filming with an all-Korean crew "mind-blowing". http://str.sg/455h
129011692114_10153618324292115	What are the pros and cons of removing the retirement age here? Will this help older workers stay in the workforce?
129011692114_10153618360157115	Looking for good, affordable food options? Why not try one of the 17 hawker stalls that made it to the Bib Gourmand list? http://str.sg/45S2
129011692114_10153618404177115	UPDATE: The Singapore Exchange said it would not be reopening today, after earlier saying trading might resume at 4pm.
129011692114_10153618412867115	He may not have the easily recognisable hairstyles of other politicians like Donald Trump or Boris Johnson, but French President Francois Hollande does have a hairdresser - who\'s paid 9,895 euros a month. http://str.sg/45Sn
129011692114_10153618413477115	Meet New Zealand\'s "chillest chip shop owner", Said Ahmed, who calmly handed a customer his order while ignoring a bewildered robber, before walking away to call the police. http://str.sg/45Se
129011692114_10153618414282115	Pokemon Go may be one of the world\'s most popular games, but a spokesman from the Auschwitz Museum is asking trainers to refrain from playing it on the grounds of the former concentration camp. http://str.sg/45Sm
129011692114_10153618418212115	Students in India\'s Jharkand state were seen going through notes and copying each other\'s answers during an exam, but according to their teacher, none of them were cheating. http://str.sg/45SZ
129011692114_10153618419212115	#ICYMI: Former British PM David Cameron gave his farewell speech to parliament on Wednesday to a round of ovation, handing the reins of power over to Theresa May. http://str.sg/45SW
129011692114_10153618443797115	"It is absolutely not true," Vice-Grand Steward Shinichiro Yamamoto of the Imperial Household Agency told media.
129011692114_10153618479642115	Currently, Singaporeans will need a visa if they intend to in Mongolia for more than 14 days.
129011692114_10153618508692115	Turkish kebabs and rib-eye steak, laksa, chicken rice and crispy curry puffs: These are just some of the dishes on the menu of the 34 restaurants and hawker stalls on the Bib Gourmand list: http://str.sg/455y Anyone hungry yet?
129011692114_10153618512427115	Making up the top five after SIA were messaging app WhatsApp, Apple\'s iPhone, Facebook and clothing chain Uniqlo.
129011692114_10153618564417115	Former Malaysian PM Mahathir Mohamad said his new party would look to form a coalition with the opposition, but that he would not contest the polls.
129011692114_10153618608242115	OPINION: Without clear jurisdiction, the tribunal simply has no rights to even arbitrate the case, let alone fundamentally deny China\'s rights, write Wang Wen and Chen Xiaochen For The Straits Times.
129011692114_10153618630907115	Got a minute? Here are three of today\'s top local news stories: http://str.sg/45ST
129011692114_10153618750767115	The crane had seemingly tipped over onto its side, crushing the cab of a lorry and injuring two people, who were sent to hospital.
129011692114_10153618790772115	The importer of Pakary Haw Balls is recalling the product, after a member of the public found a "small plastic chip" in one of the bottles.
129011692114_10153618798872115	Who needs wheels when you\'ve got wings? These teenagers aren\'t old enough to drive, but have the training and qualification to take planes up in the air. http://str.sg/45Sg
129011692114_10153618820892115	Singapore River Cruise said it was extending financial assistance to the boatman\'s family, and has told its employees to speak up if they had concerns or were emotionally upset by the accident.
129011692114_10153618836107115	The two have been identified as Jim Harper and Danielle Bremner, who are allegedly responsible for a string of vandalisms across Asia.
129011692114_10153618884777115	Goh Kee Yong targeted accounts that were inactive and withdrew a total of $336,850 in cash from four of them. He was found out when one of the account owners noticed the unauthorised transactions.
129011692114_10153618928307115	OPINION: Rather than issue a strongly worded statement against China, Manila will likely use the tribunal ruling to revive long-frayed bilateral ties and seek tangible concessions on the ground, writes Richard Javad Heydarian For The Straits Times.
129011692114_10153618956547115	While many politicians congratulated Boris Johnson on the appointment, newspapers and social media were not as kind, treating it as the latest act in a political theatre of the absurd.
129011692114_10153618998992115	The graphic novel, which retells Singapore\'s path to nationhood, beat out other books such as Jeremy Tiang\'s It Never Rains On National Day and Mohamed Latiff Mohamed\'s The Widower, which was translated by Alfian Sa\'at.
129011692114_10153619018277115	End-2018 was the time for "probable formal departure" from the EU, said Mr David Davis, the newly appointed Secretary of State for Exiting the European Union.
129011692114_10153619034962115	Police managed to rescue five people who were "attached with chains and straps... beaten (and) humiliated", starved of food and fed on scraps.
129011692114_10153619093122115	Teo Boon Tiak used fake documents such as a birth certificate and an identity card to get the passport.
129011692114_10153619389752115	The show faces competition from House Of Cards, Better Call Saul, Mr Robot, Downton Abbey, The Americans and Homeland. http://str.sg/45TJ
129011692114_10153619392657115	Terry remains a firm favourite with the club\'s fans. http://str.sg/45T3
129011692114_10153619397302115	He\'s a conservative with the potential to unify divided Republicans. http://str.sg/45TU
129011692114_10153619399707115	"Because the virus is unable to infect the same person twice - thanks to the immune system generating antibodies to kill it - the epidemic reaches a stage where there are too few people left to infect for transmission to be sustained." http://str.sg/45Tw
129011692114_10153619785232115	BREAKING: Dozens reported dead, up to 100 injured. Authorities treating incident as an attack, say reports. http://str.sg/45cC
129011692114_10153619831787115	Top story today, July 15: SGX\'s longest trading halt raises concern Also in the news: 5 suppliers of spare parts of HDB lifts under probe More on straitstimes.com
129011692114_10153619868857115	Branding him a liar, a coward or a joker, Europe\'s political class greets Eurosceptic Boris Johnson\'s appointment as Britain\'s foreign minister with a chorus of dismay. http://str.sg/45cF Meanwhile, researchers say the outbreak of the mosquito-borne Zika virus, blamed for a surge in birth defects, should be over within three years.
129011692114_10153619977472115	StanChart robbery: "Wear plain clothes, take a taxi and behave normally," suspect David Roach wrote on one page of his notebook. In another, he scribbled: "Make money."
129011692114_10153620004907115	"I can understand the fear; I cannot get my head around the stigma part," Britain\'s Prince Harry said. "Twenty years ago, I could understand it, but now?" The 31-year-old\'s test came back negative.
129011692114_10153620045907115	Yesterday\'s downtime of five hours 20 minutes was the first major disruption since two outages that outraged investors in late 2014.
129011692114_10153620049842115	Attack on Nice, France - White truck seen driving at high speed onto famed Promenade des Anglais after annual Bastille Day celebration display - At least 73 people killed - Local authorities are treating the incident as an attack - Driver of the truck reportedly killed and an accomplice on the run
129011692114_10153620086282115	$32 million lawsuit by residents of The Seaview condominium settled out of court.
129011692114_10153620090007115	In a five-page letter to parents yesterday, the school said: "The management believes that the teacher is deemed fit to continue teaching at Zoo-phonics School (Serangoon)."
129011692114_10153620110952115	SGX reopens trading on local securities market on Friday morning. STI jumps at open, up to 0.7 per cent. Glitch attributed to technology issue affecting trade confirmation processes.
129011692114_10153620152262115	The fast-speed train will get travellers from Singapore to Kuala Lumpur in 90 minutes, compared with more than four hours by car.
129011692114_10153620158272115	The five suppliers allegedly refused to supply vital parts such as motherboards to third-party lift maintenance contractors here.
129011692114_10153620166377115	"During the campaign he lied a lot to the British people and now it is he who has his back to the wall," says French Foreign Minister Jean-Marc Ayrault. "I need a partner with whom I can negotiate and who is clear, credible and reliable."
129011692114_10153620172862115	"I told all my staff to eat the chicken rice; I myself ate it, too, and until now, there have not been any problems," says Pow Sing boss Lee Chin Soo.
129011692114_10153620196792115	Malaysia police are probing the warning about a possible attack in Malacca. #ICYMI
129011692114_10153620209727115	Outspoken hawker champion K.F. Seetoh is disappointed with the range of establishments featured in the Michelin guide. "It is not expansive enough and is hardly reflective of the Singaporean street-food scene."
129011692114_10153620219212115	A series of videos titled Probation Vacation: Lost In Asia, shows the duo vandalising trains in places, including Singapore, Thailand and Hong Kong.
129011692114_10153620221727115	Attack on Nice: Identity papers belonging to a 31-year-old French-Tunisian were found inside the truck which barrelled through the crowd.
129011692114_10153620227542115	Brexit aftermath: Yes, Chief Mouser Larry the Cat can stay.
129011692114_10153620240012115	Cycle often? Don\'t underestimate the importance of a good bicycle fit.
129011692114_10153620257807115	The SCDF introduced its paracounsellor scheme in 1999 to provide officers with psychological assistance and emotional care.
129011692114_10153620266942115	The debate over attire continues. Forum letter writer Ms Low Siew Hua says: "I was very concerned when I saw my adolescent son\'s undergraduate tutor turning up in hot pants for one-to-one home tuition sessions with him"
129011692114_10153620276862115	JUST IN: Airwave auction to determine Singapore\'s 4th mobile operator to take place as early as October.
129011692114_10153620278272115	Bank teller Goh Kee Yong, 28, deliberately targeted inactive accounts to misappropriate more than $300,000.
129011692114_10153620291607115	"You have to make yourself different. Don\'t settle to be a cookie-cutter graduate," says Acting Minister for Education (Higher Education and Skills) Ong Ye Kung. #ICYMI
129011692114_10153620319642115	"For instance, there\'s one who wanted to sell her Ezion shares yesterday when it went up, but now it\'s down by over one cent since open," said one remisier. Ezion has pared 4.6 per cent to 41.5 cents by 10.20am.
129011692114_10153620321432115	France has been on maximum security alert for most of the past 18 months, hit by multiple terrorist attacks.
129011692114_10153620347392115	Lawyer M. Ravi admitted to denigrating activist blogger Roy Ngerng in a video clip and failing to forward $29,000 from Mr Ngerng to a third party. He has been fined.
129011692114_10153620359037115	Mick Jagger, 72, is having his eighth child with ballerina Melanie Hamrick, 29. She is 43 years his junior. Jagger recently became a great-grandfather. His eldest child, with former model-singer Marsha Hunt, is 45 years old.
129011692114_10153620395917115	Here is a recap of major attacks and foiled attempts in France since the Charlie Hebdo shootings in January 2015.
129011692114_10153620425767115	SGX outage from hardware issue in the systems provided by Nasdaq.
129011692114_10153620454697115	California Fitness shut all its outlets in Hong Kong on Tuesday after chalking up millions of dollars in debts.
129011692114_10153620460212115	Transforming a vehicle into a simple but deadly weapon of terror is a tactic well known to intelligence agencies.
129011692114_10153620461882115	At the French Embassy in Cluny Park Road, flags were flying at half-staff this morning after the attacks in Nice. str.sg/45p6
129011692114_10153620475947115	SMRT Group called for a trading halt at 11:59 am on Friday (July 15) pending the release of an announcement.
129011692114_10153620494647115	LATEST: Eighty-four people had been killed and 18 were in critical condition after attack in Nice, France.
129011692114_10153620517437115	Mr Desmond Chin Kim Tham (right), the current Deputy Commissioner of Prisons, will take over from incumbent Mr Soh Wai Wah. Mr Soh, 52, is set to be appointed as principal and CEO of Singapore Polytechnic.
129011692114_10153620531222115	BREAKING: After more than four years of negotiation, the government and rail operator SMRT have reached an agreement to transfer to a new rail financing framework. str.sg/45GG The assets will be bought over at around $1 billion, with trains making up the bulk of the value.
129011692114_10153620544347115	BREAKING: Government and SMRT reach agreement on new rail financing framework. str.sg/45GG In this framework, which will kick off from Oct 1 pending approval from SMRT shareholders, the government will take over all operating assets from the Temasek-owned company.
129011692114_10153620554962115	Watch: Britain\'s Prince Harry takes a HIV test to raise awareness about combating the virus. http://str.sg/45Nx
129011692114_10153620555697115	Watch: Michellle Obama hosted her last Kids\' State Dinner at the White House. http://str.sg/45Nf
129011692114_10153620556377115	Watch: South Korean soldiers in Paju, near South Korea\'s heavily-armed border with the North, learn ballet. http://str.sg/45NY
129011692114_10153620557042115	Watch: A chair that turns into an emergency toilet in case a lift gets stuck. http://str.sg/45NE
129011692114_10153620588832115	New rail financing framework to kick off on Oct 1: Assets to be bought over at around $1 billion, with trains making up the bulk of the value. In turn, SMRT will pay a licensing charge annually to run the North-South and East-West Lines, the Circle Line and the Bukit Panjang LRT.
129011692114_10153620628642115	What are the issues faced in reintegrating former offenders into society? Why are employers hesitant about hiring them? Tell us what you think below. Responses may be used in The Straits Times print edition.
129011692114_10153620655687115	In My Paper ??: Pondering about life\'s big questions? Xian\'er the robot monk can enlighten you. It is among a new wave of \'smart\' robots that are being rolled out across the world, such as in food delivery and healthcare. http://str.sg/45G8
129011692114_10153620693892115	Watch: Leaders and delegates at the Asem summit observe a minute\'s silence for the victims of the Nice attack. http://str.sg/45GR
129011692114_10153620711687115	LTA said it was still discussing with SBS the possibility of transiting its North East Line and Sengkang-Punggol LRT to the New Rail Financing Framework.
129011692114_10153620718832115	According to parents, the teacher had called the students names, made a few of them kneel in class and thrown objects at them.
129011692114_10153620726217115	Police have formally identified a 31-year-old Franco-Tunisian man as the truck driver in the attack on Nice.
129011692114_10153620754772115	Aspiring Pokemon trainers have used Uber, motorcycle taxis and even special bicycle rigs to travel while playing Pokemon Go. What will be your strategy to catch \'em all when it gets officially released in Singapore?
129011692114_10153620755912115	Watch: A truck ploughed into a crowd in Nice, France, late on Thursday, turning Bastille Day celebrations into a night of horror. http://str.sg/45Nw
129011692114_10153620774862115	The MFA urged Singaporeans in France to exercise vigilance and follow the instructions of the local authorities, and when possible, let their family and friends know that they are safe. Singaporeans who require consular assistance should contact the Singapore Embassy in Paris or the 24-hour Ministry of Foreign Affairs Duty Office.
129011692114_10153620780917115	Sponsored content: Spending hundreds of thousands of dollars to hire top celebrities like Vicki Zhao just wasn\'t enough for Singapore-based Kino Biotech to break into China. Here\'s what they did. #SgGoesGlobal
129011692114_10153620797107115	BrandInsider sponsored content: The Jurong Lake District has been earmarked as a testbed for both the development of green spaces and the use of smart technology in city infrastructure. http://str.sg/45Gy
129011692114_10153620810987115	The facility allows in-depth analyses of security-sensitive material - including radiological and nuclear materials - to be conducted on site and in real time.
129011692114_10153620846437115	Get the lowdown on what to do when travel emergencies happen.
129011692114_10153620923067115	Got a minute? Here are three of today\'s top local news stories: http://str.sg/45Np
129011692114_10153620936847115	A spokesman for SUTD said Mr Esmond Chuah, 22, a third-year student, is in stable condition in the hospital and in contact with his parents.
129011692114_10153621013967115	#ICYMI: The Land Transport Authority will take over all operating assets of the North-south, East-west and Circle lines as well as the Bukit Panjang LRT Line from SMRT.
129011692114_10153621093402115	According to a freelance journalist, the motorcyclist attempted to overtake the truck and even tried to open the driver\'s door, but fell and ended up under the wheels of the truck.
129011692114_10153621103587115	Check out the work that\'s going into this year\'s NDP, which will be held in the National Stadium. http://str.sg/45N2
129011692114_10153621168147115	Dr Yaacob Ibrahim highlighted the need for home-grown religious leaders anchored in Singapore\'s multi-racial, multi-religious context and attuned to the concerns of the community.
129011692114_10153621214237115	Lin Ying-chang, 55, told police he set off the explosive device by himself and that he had no accomplices. His motive remains to be ascertained.
129011692114_10153621272362115	Ministry of Foreign Affairs update: We are aware of a non-registered Singaporean, who has suffered injuries during the attack in Nice. His injuries are not life-threatening. We are in close contact with his family. http://str.sg/45Nr
129011692114_10153621274737115	Trump makes the announcement on Twitter. Choice of Pence had been expected by the US media. http://str.sg/45Nz
129011692114_10153621280842115	The two organisers, Singapore\'s ZoukOut and Indonesia\'s Djakarta Warehouse Project, said the cancellation was due to "unforeseen circumstances".
129011692114_10153621333742115	Other sites added to the World Heritage list include the qanat water systems in Iran, the Zuojiang Huashan rock art cultural landscape in China and Nan Madol, a ceremonial centre of eastern Micronesia containing mediaeval palaces and tombs.
129011692114_10153621339197115	President Tsakhia Elbegdorj of Mongolia presented visiting leaders at the Asia-Europe Meeting in Ulaanbaatar with a horse each, and PM Lee Hsien Loong named the horse Bintang Temasek (Star of Temasek).
129011692114_10153621577912115	Seen as disciplined and relatively discreet, Pence was apparently the favourite of Trump\'s children, who exercise much influence over the brash billionaire and political novice. http://str.sg/45xN
129011692114_10153621586727115	At least 10 children are among the dead. http://str.sg/45xx
129011692114_10153621592327115	Mohamed Lahouaiej Bouhlel was convicted of road rage in March this year. http://str.sg/45xf
129011692114_10153621595877115	Datta Phuge gained fame when he ordered a customised gold shirt worth 12.7 million rupees, around US$240,000 (S$320,000). http://str.sg/45xY
129011692114_10153621598567115	World number seven from Canada took the decision with a heavy heart. http://str.sg/45xg
129011692114_10153621610977115	The appeal is made on behalf of Salah Abdeslam on the grounds of human rights. http://str.sg/45xM
129011692114_10153621835002115	Footage on local TV shows military vehicles blocking bridges over the Bosphorus in Istanbul and tanks deployed at the citys main airport. In the capital Ankara, warplanes and helicopters roar overhead. http://str.sg/45x7 UPDATE: Turkey army says it has seized power; PM says elected government still in charge. Military reported to have declared martial law and curfew.
129011692114_10153621996887115	Top story today, July 16: Many foreigners,children among 84 dead in attack by truck in Nice. Also in the news: LTA will buy over SMRT\'s assets and charge licence fee, allowing operator to focus on service. More on straitstimes.com
129011692114_10153622008647115	Turkeys military says it has seized power, but the prime minister says the attempted coup will be put down. http://str.sg/45gQ Meanwhile, an Indian businessman who made headlines in 2013 for purchasing one of the world\'s most expensive shirts made entirely of gold has been beaten to death in western India, reports say.
129011692114_10153622078652115	TURKEY COUP LATEST: - 17 police officers killed in coup attempt - Turkey military opens fire on crowds in Istanbul - Turkish fighter jet downs military helicopter over Ankara - Moscow deeply concerned about situation in Turkey - Obama urges support for democratically-elected Turkish government
10153613652842115_10153615221517115	Don\'t need to recall here cos it may cause unnecessary panic....
10153613652842115_10153615225372115	Singaporean are not creative...we wouldn\'t use that as a ladder. :)
10153613652842115_10153615228882115	Most probably shipped out after midnight already. Items still under warranty mah. LoL
10153613652842115_10153615230247115	It\'s a very real danger.. when I was living overseas we used a similar higher chest of drawers that was not anchored to the wall.. we were packing stuff into the drawer and because of the loading and drawers open, the entire chest of drawers actually tilted over on its own.. its dangerous so it does make sense to keep home child proof esp if there are little ones around..
10153613652842115_10153615231122115	ikea knows Singaporean is kiasee, either we already anchor to the wall or we don\'t let out kids anyhow climb.
10153613652842115_10153615240257115	I have used this dresser before while overseas. It tilted a few times when I opened the top drawer. It only takes the top drawer to be slightly more overloaded than the lower drawers for it to tilt easily.
10153613652842115_10153615259972115	Not recalling and never add in measure to stop it from tipping over? So IKEA is just going to wait for a child to get injure or die here from that tipping over before taking action?
10153613652842115_10153615350967115	China is being placed in the very last list of countries for recall. White man supremacy!
10153613652842115_10153615417222115	IKEA Singapore only want to make money, and is not concerned about the safety issues related to the dresser
10153613652842115_10153615420157115	Double standards? IKEA knows that in US, you will get millions of dollars as compensation if they r sued, but here you have to spend tens of thousands of dollars first to sue them and no guarantee you will get much from it. Hence... there\'s no recall here.
10153613652842115_10153615502327115	Do note: the cabinet is safe when anchored to the wall.. If you didn\'t do this anchoring, then the risk is there.
10153613652842115_10153615584057115	. S G has always been pro business ( owners ) and pro employers. U ord peop di yr biz. You can see it too in our labour policies. Let employers have abundant supplies of foreign labour from various countries. Only recently had they begun to pull back a little.
10153613652842115_10153615650357115	Unless China houses are like Amityville Horror houses where it is haunted that drawers can do like this lor! ??
10153613652842115_10153615722592115	Sooo wait let me guess singapore ikea said that here in singapore there have not been a case for 10 years and choose to not recall the dresses, soo does singapore\'s ikea going to wait for it to happen then they recall it? Because if it happened in the USA it is bound to happen in singapore...
10153613652842115_10153615745307115	Is IKEA Singapore waiting for things to happen then recall? And waiting for people to sue them big time? Double standard? American kids are more precious than Asians? Mr. IKEA, when it did not happen 10 years ago does not mean it will not happen. Also note that as Singaporeans we are more careful especially come safety....
10153613652842115_10153615748342115	I\'m using the malm dresser and it does not tip over when I pull out the drawer. I\'m not saying I\'m waiting for something to happen to my baby but I\'m pretty confident with the product.
10153613652842115_10153615975867115	I wonder what kind of consumer confidence this is building. Shd have stuck to saying this was a user issue. The min u admit fault u shd not see saw in different countries.
10153613652842115_10153616031892115	Wtf? Cos they cant afford to offend china market? But dun care abt sg? Who the hell think to screw the chest drawer to wall????? Time to boycott ikea.
10153613652842115_10153616076097115	Anchored to the wall of cuz safe la.. Wth. Waiting for things to happen.
10153613652842115_10153616077547115	Hmm then we can go on to say no war happened in Singapore for the past 50 years, so no need SAF lor
10153613652842115_10153616176942115	The video make it seem like the cabinet is meant to capture and trap children. Lol.
10153613652842115_10153616265192115	The chests ( I call it cabinet ) is made from light material. It doesn\'t like other types of cabinet made from solid material which is strong enough to stand. It doesn\'t have counter weight below to hold the whole unit. Confirm will tip over if kids to climb on it. People sometimes lazy to anchor the items to wall.
10153613652842115_10153616471587115	How cumbersome... anchor (when first buy)... un-anchor (when moving)... re-anchor (when at new place)... don\'t buy lah... waste time, energy, money and most importantly serious safety concerns... boycott sudah lah... ;)
10153613652842115_10153616499462115	In the US there were 6 deaths for the 36 million units sold. In China there were only 1.66m sold. More children in China died from their melamine in milk powder incident. Are these facts relevant, material, or pertinent? IKEA recalled the items in the US because it did not meet industry standards. That would open them to more legal liability. So they had to recall. In China (and SG) the items meet the prevailing safety standards. The items complied with China\'s regulations. So why did they still recall the units? Well, at first the regulators accepted the bribes and all was hunky dory. Then nationalistic pride (If US gets a recall, then China should get one too!), and the crackdown on corruption (they had to return the bribes).
10153613652842115_10153618893457115	Happened to us when my daugther open all the drawers loaded with clothes. Luckily im beside her and preventing the cabinet falling down to her.
10153613667792115_10153615316122115	Moshik Seetloo
10153613667792115_10153615329212115	Bit torrenting is also a federal crime.... sooo...
10153613667792115_10153615337792115	Katherine Chinn. Glad we didn\'t do this!
10153613667792115_10153615369327115	Desmond Cheah just saw this.
10153613667792115_10153615377797115	Good on u Netflix lol
10153613667792115_10153615462802115	Joel Kung
10153613667792115_10153615673412115	Just lose it carelessly. Worked for Hillary.
10153613670187115_10153617470512115	That is Ms Maria looking not so happy cheer up pretty lass take time off go on a vacation and ride out the ban your bank account is full already being a workacholic is bad.
10153613670187115_10153618108187115	Burberry is clever in taking advantage of the number of followers that he has. It\'s all about marketing not so much about talent here. He should assist Steven meisel or Patrick demarchelier before his popularity blows up his ego just like the kardashians where talent are secondary and number of followers first.
10153614906707115_10153614921587115	awesome
10153614906707115_10153614922772115	"Going public on train cracks could have caused undue panic: Khaw " From Channelnewsasia.
10153614906707115_10153615091782115	But China refused to attend the hearing and do not give a care what the hague said so what can one do?
10153614906707115_10153615130502115	Mama is not angry when her son did something wrong, mama is angry when her son didn\'t admit it and apologize. The son thought that it was ok to do such a thing.
10153614906707115_10153617372277115	ST so money faced. Want to charge for newsfeed. They dunno there are CNA, BLOOMBERG, STAR, so many other portals. They will block then 2 days later unblocked. Damn cartoon behaviour
10153614906707115_10153617384687115	Well Mr Cow, now not only panic but a deep distrust. Not shallow hairline distrust. Damn dumb from day he say need rat catcher to make the trains run well. We need INTEGRITY and ABILITY. And we are willing to pay. Rats, thats what Charlie Brown says......
10153615034482115_10153615056117115	Obviously he will not resist arrest cos the 30k he has alrdy hide it somewhere where he n only God noes where he hide. HE will go n do his time in Changi Hotel n comes out as a free man n then celebrate his stupid small victory lol so whoever wants to rerob him wait for him to complete his \'time\' 1st
10153615034482115_10153615057647115	No matter how fast/far you fly, you will eventually land some where. When will it be najib turn.
10153615034482115_10153615068362115	Hence the burning question.... how did his backpack screened through the x ray machine not revealing that $30,000 and being questioned by officers at the airport.
10153615034482115_10153615069667115	Anyway, all you people buay hiao la. Say our police lousy, cannot catch criminals. Or is it all part of the plan? Instead of doing the actual grunt work of catching the guy, they outsourced it to Thailand. Minimum effort, maximum results. Buay hiao...
10153615034482115_10153615075317115	Should not have gone to Bangkok...they will take a photo of you at the immigration counter....
10153615034482115_10153615090317115	Maybe he just want to go enjoy the land of smiles he loved so dearly missing out the golden beaches,the wonderful night life,the the awesome street hawker food ,the pretty charming Thai girls but since his pocket is empty en route from here he think he needed money to go there so he decided to rob a bank even without any weapon he still managed to succeed and he does not ask for much 30k well after the exchange rate into baht that is one hell a lot of money to spend a couple of days enjoying himself.
10153615034482115_10153615097047115	Plenty of expert opinions here Impressive without having to do any investigation work but can come out with so many conclusions
10153615034482115_10153615098682115	$30k is peanuts. As revealed in the City Harvest Trial, Sun Ho used to get $30k as a birthday gift. For her, just the cost of a Beverley Hills boutique handbag and a few shoes. For the cult zombies who gave-the cost of downsizing one flat and ruining their lifestyle. Anyway this robber is more honest than Kong Hee. At least he didn\'t rave on about his "integrity" and claim that "God said \'sorry\' to him"! This guy used a slip of paper to steal cash. Kong Hee gives out thousands of slips of paper, on a Sunday, to steal cash.
10153615034482115_10153615108782115	He will be remembered for successfully robbing a bank in one of the safest and \'tight security\' country called singapore by using a piece of paper as a `weapon\'
10153615034482115_10153615132372115	\'The Singapore police are working with the Thai authorities to see whether the suspect can be released into Singapore\'s custody\' If this guy has really committed a crime in SG, why a need to see \'whether\' he can come back to sg?
10153615034482115_10153615145527115	$30k is just a fraction more than what Sun Ho was paying for monthly rent in her Hollywood mansion. Incidentally, on July 11 2016, a new fraud investigation was implimented against Kong Hee and CHC leaders, concerning the Hollywood mansion. The basis of the fraud is that CHC & one leader owned the Hollywood mansion that Sun Ho was renting. In other words, nearly $30k was being stolen every month to pay for this scam, because the so called \'rental\' was actually going to Kong Hee & his associate! Check out further details on blog, \'Mrs Light & Friends\'.
10153615034482115_10153615182487115	"it was Roach\'s first time in Singapore as a tourist. He had arrived in the country a few days earlier with the intention to commit the crime." I don\'t know about you guys, but something is seriously triggering weird senses about this case to me. There are three reasons to why I felt this is an oddity: 1. Singapore has a reputation of tough stance on crimes, there are many countries that have a higher possibility to get away with robbery, why here? 2. First time come sg and already know which bank has a soft approach on security measures? Huh? Even a local may not notice which bank has security staff or that of the camera systems. 3. Immediately after going to Thailand, more than half of the money is gone? Remittance to someone, or bank in to the bank of canada from Thailand? In conclusion these weird happenings only lead up to a deep embedded suspicion of mine that there is a conspirator in cahoots with this guy.
10153615034482115_10153615221007115	This is not within Singapore purview whether he can be released back to SG jurisdiction. International law applies. If I\'m nor wrong there is no extradition treaty within Singapore and Thailand
10153615034482115_10153615263037115	Huh? Gave himself up when cornered? Is there any other choice? In the first place don\'t rob!
10153615034482115_10153615285337115	Get back the money, donate it. Forever not allow him to come back to this red dot. Let\'s not waste our resource to sort out this junk.
